ID;Number;Nationwide number;Name;Original name;Sex;Year of birth;Nationality;Military/Civilian;Selection;Year of Selection;mission number;total number of missions;Occupation;Year of mission;Mission title;Ascend shuttle;In orbit;Descend shuttle;Hours/mission;Total hrs (sum);Field21;EVA hrs/mission;Total EVA hrs
1130;473;303;Foreman, Michael J.;Foreman, Michael J.;M;1957;U.S.;Mil;NASA- 17;1998;2;2;MSP;2009;STS-129;STS-129;STS-129;STS-129;259;637;2;12,75;32,31
1131;474;304;Reisman, Garrett E.;Reisman, Garrett E.;M;1968;U.S.;Civ;NASA-17;1998;1;2;flight engineer;2008;16;STS-123;ISS;STS-124;2289;2473;1;7;21,2
1132;474;304;Reisman, Garrett E.;Reisman, Garrett E.;M;1968;U.S.;Civ;NASA-17;1998;2;2;MSP;2010;STS-132;STS-132;STS-132;STS-132;282;2473;2;14,18;21,2
1133;475;101;Volkov, Sergei;Сергей Александрович Волков;M;1973;U.S.S.R/Russia;Mil;TsPK-12;1997;1;3;commander;2008;17;Soyuz TMA;ISS;Soyuz TMA;4768;12786,32;2;12,2;23,28
1134;475;101;Volkov, Sergei;Сергей Александрович Волков;M;1973;U.S.S.R/Russia;Mil;TsPK-12;1997;2;3;commander;2011;28;Soyuz TMA;ISS;Soyuz TMA;4014;12786,32;1;6,367;23,28
1135;475;101;Volkov, Sergei;Сергей Александрович Волков;M;1973;U.S.S.R/Russia;Mil;TsPK-12;1997;3;3;commander;2015;45;Soyuz TMA;ISS;Soyuz TMA;4003;12786,32;1;4,72;23,28
1136;476;102;Kononenko, Oleg D.;Олег Дмитриевич Кононенко;M;1964;U.S.S.R/Russia;Mil;MKS;1996;1;4;flight engineer;2008;17;Soyuz TMA;ISS;Soyuz TMA;3168;16081;2;12,2;32,2
1137;476;102;Kononenko, Oleg D.;Олег Дмитриевич Кононенко;M;1964;U.S.S.R/Russia;Mil;MKS;1996;2;4;commander;2011;30;Soyuz TMA;ISS;Soyuz TMA;4626;16081;1;6,25;32,2
1138;476;102;Kononenko, Oleg D.;Олег Дмитриевич Кононенко;M;1964;U.S.S.R/Russia;Mil;MKS;1996;3;4;commander;2015;44;Soyuz TMA;ISS;Soyuz TMA;3400;16081;0;0;32,2
1139;476;102;Kononenko, Oleg D.;Олег Дмитриевич Кононенко;M;1964;U.S.S.R/Russia;Mil;MKS;1996;4;4;commander;2018;57;Soyuz MS-11;ISS;Soyuz MS-11;4887;16081;2;13,75;32,2
1140;477;1;Yi, Soyeon (Lee So-hyun);이소연;F;1978;Korea;Civ;South Korea;2006;1;1;Other (Space tourist);2008;Soyuz TMA-12 / Soyuz TMA-11;Soyuz TMA-12;Soyuz TMA-12;Soyuz TMA-11;261;261;0;0;0
1141;478;305;Ham, Kenneth T.;Ham, Kenneth T.;M;1964;U.S.;Mil;NASA Astronaut Group 17;1998;1;2;pilot;2008;STS-124;STS-124;STS-124;STS-124;330;612;0;0;0
1142;478;305;Ham, Kenneth T.;Ham, Kenneth T.;M;1964;U.S.;Mil;NASA Astronaut Group 18;1998;2;2;commander;2010;STS-132;STS-132;STS-132;STS-132;282;612;0;0;0
1143;479;306;Nyberg, Karen L.;Nyberg, Karen L.;F;1969;U.S.;Civ;NASA- 18;2000;1;2;MSP;2008;STS-124;STS-124;STS-124;STS-124;330;4320;0;0;0
1144;479;306;Nyberg, Karen L.;Nyberg, Karen L.;F;1969;U.S.;Civ;NASA- 18;2000;2;2;flight engineer;2013;36;Soyuz TMA-09M;ISS;Soyuz TMA-09M;3990;4320;0;0;0
1145;480;307;Garan, Ronald J., Jr.;Garan, Ronald J., Jr.;M;1961;U.S.;Mil;NASA Astronaut Group 18;2000;1;2;MSP;2008;STS-124;STS-124;STS-124;STS-124;330;4272;3;20,5;27
1146;480;307;Garan, Ronald J., Jr.;Garan, Ronald J., Jr.;M;1961;U.S.;Mil;NASA Astronaut Group 18;2000;2;2;MSP;2008;27;soyuz TMA-21;ISS;soyuz TMA-21;3942;4272;1;6,5;27
1147;481;7;Hoshide, Akihiko;星出彰彦;M;1968;Japan;Civ;NASDA-4;1999;1;2;MSP;2008;STS-124;STS-124;STS-124;STS-124;306,25;3377,5;0;0;21,38
1148;481;7;Hoshide, Akihiko;星出彰彦;M;1968;Japan;Civ;NASDA-4;1999;2;2;flight engineer;2012;32;Soyuz TMA-05M;ISS;Soyuz TMA-05M;3047,25;3377,5;3;21,38;21,38
1149;482;308;Chamitoff, Gregory;Chamitoff, Gregory;M;1962;U.S.;Civ;NASA-17;1998;1;2;flight engineer;2008;17;STS-124;ISS;STS-126;4392,5;4770;0;0;13,72
1150;482;308;Chamitoff, Gregory;Chamitoff, Gregory;M;1962;U.S.;Civ;NASA-17;1998;2;2;MSP;2011;STS-134;STS-134;STS-134;STS-134;377,5;4770;2;13,72;13,72
1151;483;4;Zhai, Zhigang;翟志刚;M;1966;China;Mil;China-1;2008;1;1;commander;2008;Shenzhou 7;Shenzhou 7;Shenzhou 7;Shenzhou 7;68;68;1;0,23;0,23
1152;484;5;Liu, Boming;刘伯明;M;1966;China;Mil;China-1;2008;1;1;flight engineer;2008;Shenzhou 7;Shenzhou 7;Shenzhou 7;Shenzhou 7;68;68;1;0,03;0,03
1153;485;6;Jing, Haipeng;景海鹏;M;1966;China;Mil;China-1;2008;1;3;flight engineer;2008;Shenzhou 7;Shenzhou 7;Shenzhou 7;Shenzhou 7;68;1146;0;0;0
1154;485;6;Jing, Haipeng;景海鹏;M;1966;China;Mil;China-1;2008;2;3;commander;2012;Shenzhou 9;Shenzhou 9;Shenzhou 9;Shenzhou 9;303,5;1146;0;0;0
1155;485;6;Jing, Haipeng;景海鹏;M;1966;China;Mil;China-1;2008;3;3;commander;2016;Shenzhou 11;Shenzhou 11;Shenzhou 11;Shenzhou 11;774,5;1146;0;0;0
1156;486;309;Garriott, Richard Allen;Garriott, Richard Allen;M;1961;U.K./U.S.;Civ;N/A;2007;1;1;Space tourist;2008;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-12;284,89;284,89;0;0;0
1157;487;310;Boe, Eric A.;Boe, Eric A.;M;1964;U.S.;Mil;NASA- 18;2000;1;2;pilot;2008;STS-126;STS-126;STS-126;STS-126;380;687;0;0;0
1158;487;310;Boe, Eric A.;Boe, Eric A.;M;1964;U.S.;Mil;NASA- 18;2000;2;2;pilot;2011;STS-133;STS-133;STS-133;STS-133;307;687;0;0;0
1159;488;311;Bowen, Stephen G.;Bowen, Stephen G.;M;1964;U.S.;Mil;NASA- 18;2000;1;3;MSP;2008;STS-126;STS-126;STS-126;STS-126;380;970;3;19,85;47,3
1160;488;311;Bowen, Stephen G.;Bowen, Stephen G.;M;1964;U.S.;Mil;NASA- 18;2000;2;3;MSP;2010;STS-132;STS-132;STS-132;STS-132;283;970;2;14,57;47,3
1161;488;311;Bowen, Stephen G.;Bowen, Stephen G.;M;1964;U.S.;Mil;NASA- 18;2000;3;3;MSP;2011;STS-133;STS-133;STS-133;STS-133;307;970;2;12,8;47,3
1162;489;312;Kimbrough, Robert S.;Kimbrough, Robert S.;M;1967;U.S.;Mil;NASA- 19;2004;1;2;MSP;2008;STS-126;STS-126;STS-126;STS-126;380;10763,25;0;0;26
1163;489;312;Kimbrough, Robert S.;Kimbrough, Robert S.;M;1967;U.S.;Mil;NASA- 19;2004;2;2;flight engineer;2016;49;Soyuz MS-02;ISS;Soyuz MS-02;10383,25;10763,25;4;26;26
1164;490;313;Antonelli, Dominic A.;Antonelli, Dominic A.;M;1967;U.S.;Mil;NASA- 18;2000;1;2;pilot;2009;STS-119;STS-119;STS-119;STS-119;287,5;579;0;0;0
1165;490;313;Antonelli, Dominic A.;Antonelli, Dominic A.;M;1967;U.S.;Mil;NASA- 18;2000;2;2;pilot;2010;STS-132;STS-132;STS-132;STS-132;281,5;579;0;0;0
1166;491;314;Acaba, Joseph M.;Acaba, Joseph M.;M;1967;U.S.;Civ;NASA- 19;2004;1;3;MSP;2009;STS-119;STS-119;STS-119;STS-119;307;7272,23;2;12,95;19,93
1167;491;314;Acaba, Joseph M.;Acaba, Joseph M.;M;1967;U.S.;Civ;NASA- 19;2004;2;3;flight engineer;2012;31;Soyuz TMA-04M;ISS;Soyuz TMA-04M;2928;7272,23;0;0;19,93
1168;491;314;Acaba, Joseph M.;Acaba, Joseph M.;M;1967;U.S.;Civ;NASA- 19;2004;3;3;flight engineer;2017;53;Soyuz MS-06;ISS;Soyuz MS-06;4037,23;7272,23;1;6,98;19,93
1169;492;315;Arnold, Richard R., II;Arnold, Richard R., II;M;1963;U.S.;Civ;NASA- 19;2004;1;2;MSP;2009;STS-119;STS-119;STS-119;STS-119;307;307;2;12,57;32,07
1170;492;315;Arnold, Richard R., II;Arnold, Richard R., II;M;1963;U.S.;Civ;NASA- 19;2004;2;2;flight engineer;2018;55;Soyuz MS-08;ISS;Soyuz MS-08;4722;307;3;19,5;32,07
1171;493;316;Barratt, Michael R.;Barratt, Michael R.;M;1959;U.S.;Civ;NASA- 18;2000;1;2;flight engineer;2009;19;Soyuz TMA-14;ISS;Soyuz TMA-14;4778;5085;1;5,1;5,1
1172;493;316;Barratt, Michael R.;Barratt, Michael R.;M;1959;U.S.;Civ;NASA- 18;2000;2;2;MSP;2011;STS-133;STS-133;STS-133;STS-133;307;5085;0;0;5,1
1173;494;317;Johnson, Gregory C.;Johnson, Gregory C.;M;1954;U.S.;Civ;NASA- 17;1998;1;1;pilot;2009;STS-125;STS-125;STS-125;STS-125;309,63;309,63;0;0;0
1174;495;318;Good, Michael T.;Good, Michael T.;M;1962;U.S.;Mil;NASA Astronaut Group 18;2000;1;2;MSP;2009;STS-125;STS-125;STS-125;STS-125;309;591,15;2;16,08;30
1175;495;318;Good, Michael T.;Good, Michael T.;M;1962;U.S.;Mil;NASA Astronaut Group 19;2000;2;2;MSP;2010;STS-132;STS-132;STS-132;STS-132;282,15;591,15;2;13,92;30
1176;496;319;McArthur, K. Megan;McArthur, K. Megan;F;1971;U.S.;Civ;NASA- 18;2000;1;1;MSP;2009;STS-125;STS-125;STS-125;STS-125;309;309;0;0;0
1177;497;320;Feustel, Andrew J.;Feustel, Andrew J.;M;1965;U.S.;Civ;NASA- 18;2000;1;3;MSP;2009;STS-125;STS-125;STS-125;STS-125;309;687;3;21;61,8
1178;497;320;Feustel, Andrew J.;Feustel, Andrew J.;M;1965;U.S.;Civ;NASA- 18;2000;2;3;MSP;2011;STS-134;STS-134;STS-134;STS-134;378;687;3;21,3;61,8
1179;497;320;Feustel, Andrew J.;Feustel, Andrew J.;M;1965;U.S.;Civ;NASA- 18;2000;3;3;flight engineer;2018;55;Soyuz MS-08;ISS;Soyuz MS-08;4722;687;3;19,5;61,8
1180;498;103;Romanenko, Roman;Роман Юрьевич Романенко;M;1971;U.S.S.R/Russia;Mil;TsPK-12;1997;1;2;flight engineer;2009;20;Soyuz TMA;ISS;Soyuz TMA;4508;8003,02;0;0;6,62
1181;498;103;Romanenko, Roman;Роман Юрьевич Романенко;M;1971;U.S.S.R/Russia;Mil;TsPK-12;1997;2;2;flight engineer;2012;34;Soyuz TMA;ISS;Soyuz TMA;3494;8003,02;1;6,62;6,62
1182;499;321;Hurley, Douglas G.;Hurley, Douglas G.;M;1966;U.S.;Mil;NASA- 18;2000;1;2;pilot;2009;STS-127;STS-127;STS-127;STS-127;377;683;0;0;0
1183;499;321;Hurley, Douglas G.;Hurley, Douglas G.;M;1966;U.S.;Mil;NASA- 19;2000;2;2;pilot;2011;STS-135;STS-135;STS-135;STS-135;306;683;0;0;0
1184;500;322;Cassidy, Christopher J.;Cassidy, Christopher J.;M;1970;U.S.;Mil;NASA- 19;2004;1;2;MSP;2009;STS-127;STS-127;STS-127;STS-127;377;4744;3;18,08;31,23
1185;500;322;Cassidy, Christopher J.;Cassidy, Christopher J.;M;1970;U.S.;Mil;NASA- 19;2004;2;2;flight engineer;2013;35;Soyuz TMA-08M;ISS;Soyuz TMA-08M;3990;4744;3;13,5;31,23
1186;501;323;Marshburn, Thomas H.;Marshburn, Thomas H.;M;1960;U.S.;Mil;NASA- 19;2004;1;2;MSP;2009;STS-127;STS-127;STS-127;STS-127;376;3870;3;18,98;24,5
1187;501;323;Marshburn, Thomas H.;Marshburn, Thomas H.;M;1960;U.S.;Mil;NASA- 19;2004;2;2;flight engineer;2013;34;Soyuz TMA-07M;ISS;Soyuz TMA-07M;3494;3870;1;5,5;24,5
1188;502;324;Kopra, Timothy L.;Kopra, Timothy L.;M;1963;U.S.;Mil;NASA- 18;2000;1;2;MSP;2009;20;STS-127;ISS;STS-128;1317;3315;1;5,53;13,51
1189;502;324;Kopra, Timothy L.;Kopra, Timothy L.;M;1963;U.S.;Mil;NASA- 18;2000;2;2;flight engineer;2015;46;Soyuz TMA-19M;ISS;Soyuz TMA-19M;1920;3315;2;7,98;13,51
1190;503;324;Ford, Kevin A.;Ford, Kevin A.;M;1960;U.S.;Mil;NASA- 18;2000;1;2;pilot;2009;STS-128;STS-128;STS-128;STS-128;333;3781;0;0;0
1191;503;324;Ford, Kevin A.;Ford, Kevin A.;M;1960;U.S.;Mil;NASA- 18;2000;2;2;commander;2012;33;Soyuz TMA-06M;ISS;Soyuz TMA-06M;3448;3781;0;0;0
1192;504;326;Hernandez, Jose M.;Hernandez, Jose M.;M;1962;U.S.;Civ;NASA- 19;2004;1;1;MSP;2009;STS-128;STS-128;STS-128;STS-128;332;332;0;0;0
1193;505;327;Stott, Nicole P.;Stott, Nicole P.;F;1962;U.S.;Civ;2000 NASA group;2000;1;2;flight engineer;2009;20;STS-128;ISS;STS-129;1440;1747;1;6,58;6,58
1194;505;327;Stott, Nicole P.;Stott, Nicole P.;F;1962;U.S.;Civ;2000 NASA group;2000;2;2;MSP;2011;STS-133;STS-133;STS-133;STS-133;307;1747;0;0;6,58
1195;506;104;Surayev, Maksim;Максим Викторович Сураев;M;1972;U.S.S.R/Russia;Mil;TsPK-12;1997;1;2;commander;2014;40;Soyuz TMA;ISS;Soyuz TMA;3968;8028,18;1;3,68;9,42
1196;506;104;Surayev, Maksim;Максим Викторович Сураев;M;1972;U.S.S.R/Russia;Mil;TsPK-12;1997;2;2;commander;2009;21;Soyuz TMA;ISS;Soyuz TMA;4060;8028,18;1;5,73;9,42
1197;507;9;Guy Laliberte;Guy Laliberte;M;1959;Canada;Civ;Space Tourist;2009;1;1;Other (Space tourist);2009;Soyuz TMA-16/14;Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-14;261,28;261,28;0;0;0
1198;508;328;Wilmore, Barry E.;Wilmore, Barry E.;M;1962;U.S.;Mil;2000 NASA group;2000;1;2;pilot;2009;STS-129;STS-129;STS-129;STS-129;259;4272;0;0;25,67
1199;508;328;Wilmore, Barry E.;Wilmore, Barry E.;M;1962;U.S.;Mil;2000 NASA group;2000;2;2;flight engineer;2014;41;Soyuz TMA-14M;ISS;Soyuz TMA-14M;4013;4272;4;25,67;25,67
1200;509;329;Bresnik, Randolph J.;Bresnik, Randolph J.;M;1967;U.S.;Mil;NASA- 19;2004;1;2;MSP;2009;STS-129;STS-129;STS-129;STS-129;259;3587,93;2;11,83;31,33
1201;509;329;Bresnik, Randolph J.;Bresnik, Randolph J.;M;1967;U.S.;Mil;NASA- 19;2004;2;2;flight engineer;2017;52;Soyuz MS-05;ISS;Soyuz MS-05;3328,93;3587,93;3;19,5;31,33
1202;510;330;Satcher, Robert L.;Satcher, Robert L.;M;1965;U.S.;Civ;2004 NASA Group 19;2004;1;1;MSP;2009;STS-129;STS-129;STS-129;STS-129;259;259;2;12,32;12,32
1203;511;331;Creamer, Timothy J.;Creamer, Timothy J.;M;1959;U.S.;Mil;NASA- 17;1998;1;1;flight engineer;2009;22;Soyuz TMA-17;ISS;Soyuz TMA-17;3912;3912;0;0;0
1204;512;332;Virts, Terry W., Jr.;Virts, Terry W., Jr.;M;1967;U.S.;Mil;2000 NASA group;2000;1;2;pilot;2010;STS-130;STS-130;STS-130;STS-130;330,1;5113,62;0;0;19,1
1205;512;332;Virts, Terry W., Jr.;Virts, Terry W., Jr.;M;1967;U.S.;Mil;2001 NASA group;2000;2;2;flight engineer;2014;42;Soyuz TMA-15M;ISS;Soyuz TMA-15M;4783,5;5113,62;3;19,1;19,1
1206;513;105;Skvortsov, Aleksandr Jr.;Александр Александрович Скворцов;M;1966;U.S.S.R/Russia;Mil;TsPK-12;1997;1;3;commander;2010;23;Soyuz TMA;ISS;Soyuz TMA;4225;12588,98;0;0;12,67
1207;513;105;Skvortsov, Aleksandr Jr.;Александр Александрович Скворцов;M;1966;U.S.S.R/Russia;Mil;TsPK-12;1997;2;3;commander;2014;39;Soyuz TMA;ISS;Soyuz TMA;4061;12588,98;2;12,67;12,67
1208;513;105;Skvortsov, Aleksandr Jr.;Александр Александрович Скворцов;M;1966;U.S.S.R/Russia;Mil;TsPK-12;1997;3;3;commander;2019;60;Soyuz MS-13;ISS;not completed yet;4302,98;12588,98;0;0;12,67
1209;514;106;Korniyenko, Mikhail;Михаил Борисович Корниенко;M;1960;U.S.S.R/Russia;Civ;RKKE-14;1998;1;2;flight engineer;2010;23;Soyuz TMA;ISS;Soyuz TMA;4225;12005,43;1;6,72;12,28
1210;514;106;Korniyenko, Mikhail;Михаил Борисович Корниенко;M;1960;U.S.S.R/Russia;Civ;RKKE-14;1998;2;2;flight engineer;2015;43;Soyuz TMA;ISS;Soyuz TMA;7798;12005,43;1;5,57;12,28
1211;515;333;Dutton, James P.;Dutton, James P.;M;1968;U.S.;Mil;NASA- 19;2004;1;1;pilot;2010;STS-131;STS-131;STS-131;STS-131;362;362;0;0;0
1212;516;334;Metcalf-Lindenburger, Dorothy M.;Metcalf-Lindenburger, Dorothy M.;F;1975;U.S.;Civ;NASA- 19;2004;1;1;MSP;2010;STS-131;STS-131;STS-131;STS-131;362;362;0;0;0
1213;517;8;Yamazaki, Naoko;山崎直子;F;1970;Japan;Civ;NASDA-4;1999;1;1;MSP;2010;STS-131;STS-131;STS-131;STS-131;362,8;362,8;0;0;0
1214;518;335;Walker, Shannon;Walker, Shannon;F;1965;U.S.;Civ;2004 NASA group;2004;1;1;flight engineer;2010;24;soyuz TMA-19;ISS;Soyuz TMA-19;3919,18;3919,18;0;0;0
1215;519;107;Skripochka, Oleg;Олег Иванович Скрипочка;M;1969;U.S.S.R/Russia;Civ;RKKE-14;1997;1;3;flight engineer;2010;25;Soyuz TMA;ISS;Soyuz TMA;3824;10653,3;3;16,65;16,65
1216;519;107;Skripochka, Oleg;Олег Иванович Скрипочка;M;1969;U.S.S.R/Russia;Civ;RKKE-14;1997;2;3;flight engineer;2016;47;Soyuz TMA;ISS;Soyuz TMA;4131,77;10653,3;0;0;16,65
1217;519;107;Skripochka, Oleg;Олег Иванович Скрипочка;M;1969;U.S.S.R/Russia;Civ;RKKE-14;1997;3;3;commander;2019;61;Soyuz MS-15;ISS;not completed yet;2697,53;10653,3;0;0;16,65
1218;520;108;Kondratyev, Dmitri;Дмитрий Юрьевич Кондратьев;M;1969;U.S.S.R/Russia;Mil;TsPK-12;1997;1;1;commander;2010;26;Soyuz TMA;ISS;Soyuz TMA;3823;3823,28;2;10,2;10,2
1219;521;109;Samokutyayev, Aleksandr;Александр Михайлович Самокутяев;M;1970;U.S.S.R/Russia;Mil;TsPK-13;2003;1;2;commander;2011;27;Soyuz TMA;ISS;Soyuz TMA;3941;7955,38;1;6,37;10,05
1220;521;109;Samokutyayev, Aleksandr;Александр Михайлович Самокутяев;M;1970;U.S.S.R/Russia;Mil;TsPK-13;2003;2;2;commander;2014;41;Soyuz TMA;ISS;Soyuz TMA;4013;7955,38;1;3,63;10,05
1221;522;110;Borisenko, Andrei;Андрей Иванович Борисенко;M;1964;U.S.S.R/Russia;Mil;RKKE-15;2003;1;2;flight engineer;2011;27;Soyuz TMA;ISS;Soyuz TMA;3941;14324,25;0;0;0
1222;522;110;Borisenko, Andrei;Андрей Иванович Борисенко;M;1964;U.S.S.R/Russia;Mil;RKKE-15;2003;2;2;flight engineer;2016;49;Soyuz MS-02;ISS;Soyuz MS-02;10383,25;14324,25;0;0;0
1223;523;9;Furukawa, Satoshi;古川聡;M;1964;Japan;Civ;NASDA-4;1999;1;1;flight engineer;2011;28;Soyuz TMA-02M;ISS;Soyuz TMA-02M;4014;4014;0;0;0
1224;524;111;Shkaplerov, Anton;Антон Николаевич Шкаплеров;M;1972;U.S.S.R/Russia;Mil;TsPK-13;2003;1;3;commander;2011;29;Soyuz TMA;ISS;Soyuz TMA;3967;12796;1;6,25;14,47
1225;524;111;Shkaplerov, Anton;Антон Николаевич Шкаплеров;M;1972;U.S.S.R/Russia;Mil;TsPK-13;2003;2;3;commander;2014;42;Soyuz TMA;ISS;Soyuz TMA;4792;12796;0;0;14,47
1226;524;111;Shkaplerov, Anton;Антон Николаевич Шкаплеров;M;1972;U.S.S.R/Russia;Mil;TsPK-13;2003;3;3;commander;2017;54;Soyuz MS-07;ISS;Soyuz MS-07;4037;12796;1;8,22;14,47
1227;525;112;Ivanishin, Anatoli;Анатолий Алексеевич Иванишин;M;1969;U.S.S.R/Russia;Mil;TsPK-13;2003;1;2;commander;2011;29;Soyuz TMA;ISS;Soyuz TMA;3967;6729;0;0;0
1228;525;112;Ivanishin, Anatoli;Анатолий Алексеевич Иванишин;M;1969;U.S.S.R/Russia;Mil;TsPK-13;2003;2;2;flight engineer;2016;48;Soyuz MS-01;ISS;Soyuz MS-01;2762;6729;0;0;0
1229;526;113;Revin, Sergei;Сергей Николаевич Ревин;M;1966;U.S.S.R/Russia;Civ;RKKE-12;1996;1;1;flight engineer;2012;31;Soyuz TMA;ISS;Soyuz TMA;2999;2999,87;0;0;0
1230;527;7;Liu, Wang;刘旺;M;1969;China;Mil;China-1;2012;1;1;flight engineer;2012;Shenzhou 9;Shenzhou 9;Shenzhou 9;Shenzhou 9;303,5;312;0;0;0
1231;528;8;Liu, Yang;刘洋;F;1978;China;Mil;China-2;2012;1;1;flight engineer;2012;Shenzhou 9;Shenzhou 9;Shenzhou 9;Shenzhou 9;303,5;312;0;0;0
1232;529;114;Novitski, Oleg;Олег Викторович Новицкий;M;1971;U.S.S.R/Russia;Mil;TsPK-14;2006;1;2;commander;2012;33;Soyuz TMA;ISS;Soyuz TMA;3448;8169,83;0;0;0
1233;529;114;Novitski, Oleg;Олег Викторович Новицкий;M;1971;U.S.S.R/Russia;Mil;TsPK-14;2006;2;2;commander;2016;50;Soyuz MS-03;ISS;Soyuz MS-03;4721,83;8169,83;0;0;0
1234;530;115;Tarelkin, Yevgeni;Евгений Игоревич Тарелкин;M;1974;U.S.S.R/Russia;Mil;TsPK-13;2003;1;1;flight engineer;2012;33;Soyuz TMA;ISS;Soyuz TMA;3448;3448,25;0;0;0
1235;531;116;Misurkin, Aleksandr;Александр Александрович Мисуркин;M;1977;U.S.S.R/Russia;Mil;TsPK-14;2006;1;2;flight engineer;2013;35;Soyuz TMA-08M;ISS;Soyuz TMA-08M;3990,25;8027,5;3;20,03;28,25
1236;531;116;Misurkin, Aleksandr;Александр Александрович Мисуркин;M;1977;U.S.S.R/Russia;Mil;TsPK-14;2006;2;2;commander;2017;53;Soyuz MS-06;ISS;Soyuz TMA-08M;4037,25;8027,5;1;8,22;28,25
1237;532;6;Parmitano, Luca;Parmitano, Luca;M;1976;Italy;Mil;2009 ESA Group;2009;1;2;flight engineer;2013;36;Soyuz TMA-09M;ISS;Soyuz TMA-09M;3990,28;8293,31;2;7,65;26,88
1238;532;6;Parmitano, Luca;Parmitano, Luca;M;1976;Italy;Mil;2009 ESA Group;2009;2;2;flight engineer;2019;;Soyuz MS-13;ISS;not completed yet;4303,03;8293,31;3;19,23;26,88
1239;533;9;Zhang, Xiaoguang;张晓光;M;1968;China;Mil;China-1;2013;1;1;flight engineer;2013;Shenzhou 10;Shenzhou 10;Shenzhou 10;Shenzhou 10;350;350;0;0;0
1240;534;10;Wang, Yapi;王亚平;M;1980;China;Mil;China-2;2013;1;1;flight engineer;2013;Shenzhou 10;Shenzhou 10;Shenzhou 10;Shenzhou 10;350;350;0;0;0
1241;535;117;Ryazanski, Sergei;Сергей Николаевич Рязанский;M;1974;U.S.S.R/Russia;Civ;IMBP-6;2003;1;2;flight engineer;2013;37;Soyuz TMA;ISS;Soyuz TMA;3990;7318,93;3;19,92;26,92
1242;535;117;Ryazanski, Sergei;Сергей Николаевич Рязанский;M;1974;U.S.S.R/Russia;Civ;IMBP-6;2003;2;2;commander;2017;52;Soyuz MS-05;ISS;Soyuz MS-05;3328,93;7318,93;1;7;26,92
1243;536;336;Hopkins, Michael Scott;Hopkins, Michael Scott;M;1968;U.S.;Mil;2009 NASA group;2009;1;1;flight engineer;2013;37;Soyuz TMA-10M;ISS;Soyuz TMA-10M;3990,42;3990,42;2;12,97;12,97
1244;537;118;Artemyev, Oleg;Олег Германович Артемьев;M;1970;U.S.S.R/Russia;Mil;RKKE-15;2003;1;2;flight engineer;2014;39;Soyuz TM;ISS;Soyuz TM;4062;8784;2;12,57;20,34
1245;537;118;Artemyev, Oleg;Олег Германович Артемьев;M;1970;U.S.S.R/Russia;Mil;RKKE-15;2003;2;2;commander;2018;55;Soyuz MS-08;ISS;Soyuz MS-08;4722;8784;1;7,77;20,34
1246;538;337;Wiseman, Gregory Reid;Wiseman, Gregory Reid;M;1975;U.S.;Mil;2009 NASA group;2009;1;1;MSP;2014;40;Soyuz TMA-13M;ISS;Soyuz TMA-13M;3968,1;3968,1;2;12,78;12,78
1247;539;11;Gerst, Alexander;Gerst, Alexander;M;1976;Germany;Civ;ESA-3/EAC;2009;1;2;flight engineer;2014;40;Soyuz TMA-13M;ISS;Soyuz TMA-13M;3968,02;8689,84;1;6,22;6,22
1248;539;11;Gerst, Alexander;Gerst, Alexander;M;1976;Germany;Civ;ESA-3/EAC;2009;2;2;flight engineer;2018;56;Soyuz MS-09;ISS;Soyuz MS-09;4721,82;8689,84;0;0;6,22
1249;540;119;Serova, Yelena;Елена Олеговна Серова;F;1976;U.S.S.R/Russia;Civ;RKKE-15;2006;1;1;flight engineer;2014;41;Soyuz TMA;ISS;Soyuz TMA;4013;4013,7;0;0;0
1250;541;7;Cristofretti, Samantha;Cristofretti, Samantha;F;1977;Italy;Mil;2009 ESA Group;2009;1;1;flight engineer;2014;42;Soyuz TMA-15M;ISS;Soyuz TMA-15M;4783,5;4783,5;0;0;0
1251;542;10;Yui, Kimiya;油井亀美也;M;1970;Japan;Mil;JAXA-5;2009;1;1;flight engineer;2015;44;Soyuz TMA-17M;ISS;Soyuz TMA-17M;3400;3400;0;0;0
1252;543;338;Lindgren, Kjell Norwood;Lindgren, Kjell Norwood;M;1973;U.S.;Mil;2009 NASA group;2009;1;1;flight engineer;2015;44;Soyuz TMA-17M;ISS;Soyuz TMA-17M;3400,15;3400,15;2;15,07;15,07
1253;544;1;Mogensen, Andreas;Mogensen, Andreas;M;1976;Denmark;Civ;ESA-3/EAC;2009;1;1;flight engineer;2015;Soyuz TMA-18M/16M;Soyuz TMA-18M;Soyuz TMA-18M;Soyuz TMA-16M;236,23;236,23;0;0;0
1254;545;1;Aidyn (Aydyn) Akanovich Aimbetov;Айдын Ақанұлы Айымбетов;M;1972;Kazakhstan;Mil;Kzazkh Cosmonaut Group 1;2012;1;1;flight engineer;2015;Soyuz TMA-18M/16M;Soyuz TMA-18M;Soyuz TMA-18M/16M;Soyuz TMA-16M;236,23;236,23;0;0;0
1255;546;2;Peake, Timothy Nigel;Peake, Timothy Nigel;M;1972;U.K.;Mil;2009 ESA Group;2009;1;1;pilot;2015;46;Soyuz TMA-19M;ISS;Soyuz TMA-19M;4462;4462;1;4,72;4,72
